09 открытие	09 макс	09 мин	09 закрытие 	10 открыте	10 макс	10 мин	10 закрытие 	11 открыте	11 макс	11 мин	11 закрытие 	12 открыте	12 макс	12 мин	12 закрытие 
110140,00	110150,00	110130,00	110150,00	113700,00	113720,00	113680,00	113710,00	111090,00	111180,00	111070,00	111160,00	109500,00	109510,00	109470,00	109490,00
110160,00	110200,00	110160,00	110180,00	113710,00	113720,00	113640,00	113640,00	111160,00	111160,00	111110,00	111110,00	109470,00	109490,00	109450,00	109480,00
110200,00	110200,00	110190,00	110200,00	113640,00	113650,00	113600,00	113620,00	111110,00	111110,00	111040,00	111080,00	109490,00	109520,00	109480,00	109510,00
110200,00	110200,00	110180,00	110180,00	113610,00	113640,00	113530,00	113560,00	111080,00	111090,00	111020,00	111030,00	109500,00	109550,00	109470,00	109480,00
110180,00	110180,00	110170,00	110170,00	113570,00	113610,00	113530,00	113590,00	111020,00	111110,00	111020,00	111100,00	109490,00	109490,00	109450,00	109490,00
110180,00	110180,00	110150,00	110150,00	113600,00	113650,00	113590,00	113620,00	111090,00	111110,00	111030,00	111060,00	109490,00	109530,00	109490,00	109530,00
110150,00	110160,00	110150,00	110160,00	113610,00	113630,00	113500,00	113610,00	111050,00	111050,00	110960,00	110980,00	109520,00	109530,00	109500,00	109520,00
110140,00	110140,00	110140,00	110140,00	113610,00	113640,00	113610,00	113620,00	110970,00	111010,00	110950,00	111010,00	109530,00	109570,00	109530,00	109540,00
110130,00	110140,00	110100,00	110100,00	113620,00	113670,00	113580,00	113640,00	111010,00	111020,00	110950,00	111000,00	109540,00	109580,00	109510,00	109570,00
110130,00	110130,00	110100,00	110100,00	113640,00	113660,00	113620,00	113660,00	111000,00	111000,00	110950,00	110960,00	109570,00	109580,00	109530,00	109560,00
110100,00	110100,00	110100,00	110100,00	113660,00	113720,00	113650,00	113710,00	110960,00	110980,00	110950,00	110970,00	109560,00	109560,00	109520,00	109530,00
110090,00	110090,00	110020,00	110040,00	113720,00	113730,00	113650,00	113660,00	110950,00	111020,00	110910,00	111010,00	109530,00	109530,00	109500,00	109500,00
110060,00	110080,00	110050,00	110080,00	113650,00	113700,00	113640,00	113670,00	111000,00	111060,00	110960,00	111010,00	109500,00	109510,00	109490,00	109490,00
110060,00	110160,00	110060,00	110120,00	113650,00	113720,00	113650,00	113700,00	111000,00	111100,00	110990,00	111060,00	109490,00	109500,00	109460,00	109500,00
110150,00	110150,00	110100,00	110150,00	113690,00	113770,00	113690,00	113770,00	111060,00	111060,00	111000,00	111030,00	109490,00	109490,00	109450,00	109460,00
110110,00	110130,00	110060,00	110060,00	113750,00	113770,00	113700,00	113730,00	110990,00	111090,00	110980,00	111090,00	109470,00	109470,00	109410,00	109450,00
110060,00	110090,00	110060,00	110090,00	113700,00	113710,00	113570,00	113570,00	111090,00	111110,00	110990,00	111000,00	109440,00	109440,00	109380,00	109380,00
110110,00	110110,00	110080,00	110080,00	113600,00	113720,00	113600,00	113680,00	111000,00	111060,00	111000,00	111060,00	109380,00	109410,00	109380,00	109400,00
110080,00	110080,00	110070,00	110070,00	113680,00	113700,00	113620,00	113620,00	111050,00	111110,00	111030,00	111060,00	109400,00	109400,00	109320,00	109360,00
110110,00	110110,00	110080,00	110080,00	113640,00	113670,00	113620,00	113670,00	111060,00	111070,00	110990,00	111030,00	109360,00	109430,00	109360,00	109420,00
110120,00	110130,00	110120,00	110130,00	113660,00	113660,00	113600,00	113640,00	111050,00	111080,00	111010,00	111070,00	109410,00	109470,00	109410,00	109450,00
110170,00	110180,00	110130,00	110170,00	113640,00	113640,00	113560,00	113600,00	111070,00	111070,00	111020,00	111030,00	109440,00	109470,00	109420,00	109420,00
110170,00	110170,00	110140,00	110140,00	113590,00	113650,00	113560,00	113580,00	111030,00	111030,00	110980,00	111000,00	109430,00	109440,00	109410,00	109430,00
110180,00	110190,00	110140,00	110170,00	113580,00	113590,00	113440,00	113440,00	111010,00	111040,00	110970,00	111040,00	109420,00	109460,00	109410,00	109450,00
110160,00	110160,00	110140,00	110160,00	113440,00	113480,00	113410,00	113420,00	111030,00	111050,00	110980,00	111040,00	109460,00	109520,00	109450,00	109500,00
110170,00	110180,00	110170,00	110180,00	113410,00	113420,00	113310,00	113350,00	111050,00	111050,00	110970,00	110970,00	109500,00	109500,00	109470,00	109480,00
110150,00	110150,00	110130,00	110130,00	113350,00	113360,00	113280,00	113360,00	110960,00	111020,00	110910,00	110920,00	109480,00	109510,00	109480,00	109500,00
110130,00	110140,00	110110,00	110140,00	113350,00	113390,00	113330,00	113350,00	110920,00	110940,00	110860,00	110870,00	109480,00	109480,00	109430,00	109480,00
110140,00	110190,00	110120,00	110160,00	113350,00	113420,00	113350,00	113410,00	110870,00	110910,00	110850,00	110890,00	109480,00	109480,00	109420,00	109420,00
110170,00	110220,00	110170,00	110180,00	113410,00	113450,00	113400,00	113420,00	110890,00	110950,00	110850,00	110940,00	109420,00	109440,00	109400,00	109440,00
110190,00	110200,00	110190,00	110190,00	113420,00	113450,00	113400,00	113440,00	110930,00	110980,00	110880,00	110960,00	109450,00	109500,00	109440,00	109490,00
110200,00	110250,00	110200,00	110240,00	113430,00	113430,00	113330,00	113360,00	110960,00	110970,00	110880,00	110900,00	109500,00	109560,00	109500,00	109540,00
110210,00	110250,00	110190,00	110250,00	113370,00	113430,00	113300,00	113420,00	110890,00	110900,00	110800,00	110820,00	109550,00	109550,00	109480,00	109510,00
110250,00	110250,00	110250,00	110250,00	113420,00	113470,00	113380,00	113400,00	110810,00	110820,00	110760,00	110780,00	109510,00	109510,00	109460,00	109490,00
110240,00	110240,00	110240,00	110240,00	113400,00	113400,00	113340,00	113400,00	110770,00	110780,00	110700,00	110700,00	109500,00	109500,00	109430,00	109460,00
110250,00	110280,00	110240,00	110270,00	113400,00	113400,00	113320,00	113350,00	110700,00	110730,00	110640,00	110710,00	109460,00	109460,00	109430,00	109460,00
110250,00	110290,00	110250,00	110250,00	113330,00	113400,00	113330,00	113360,00	110700,00	110790,00	110700,00	110780,00	109450,00	109480,00	109430,00	109480,00
110280,00	110280,00	110280,00	110280,00	113380,00	113380,00	113330,00	113340,00	110770,00	110790,00	110740,00	110770,00	109490,00	109530,00	109480,00	109510,00
110270,00	110290,00	110270,00	110290,00	113350,00	113420,00	113320,00	113370,00	110760,00	110760,00	110690,00	110750,00	109510,00	109550,00	109490,00	109550,00
110270,00	110300,00	110270,00	110270,00	113370,00	113370,00	113330,00	113340,00	110750,00	110800,00	110720,00	110790,00	109560,00	109560,00	109480,00	109500,00
110260,00	110260,00	110250,00	110250,00	113330,00	113360,00	113290,00	113360,00	110790,00	110900,00	110790,00	110890,00	109520,00	109560,00	109510,00	109530,00
110250,00	110280,00	110230,00	110230,00	113350,00	113400,00	113340,00	113400,00	110890,00	111000,00	110890,00	110970,00	109530,00	109640,00	109530,00	109580,00
110240,00	110240,00	110240,00	110240,00	113410,00	113450,00	113400,00	113410,00	110970,00	110980,00	110910,00	110950,00	109580,00	109630,00	109550,00	109600,00
110270,00	110290,00	110260,00	110260,00	113410,00	113430,00	113390,00	113430,00	110940,00	110950,00	110820,00	110850,00	109620,00	109780,00	109620,00	109750,00
110300,00	110320,00	110300,00	110300,00	113440,00	113510,00	113440,00	113500,00	110850,00	110850,00	110720,00	110760,00	109730,00	109740,00	109650,00	109650,00
110300,00	110320,00	110270,00	110270,00	113500,00	113550,00	113490,00	113510,00	110740,00	110760,00	110690,00	110740,00	109660,00	109670,00	109600,00	109600,00
110300,00	110350,00	110300,00	110350,00	113510,00	113540,00	113470,00	113490,00	110740,00	110750,00	110690,00	110750,00	109600,00	109660,00	109600,00	109660,00
110350,00	110350,00	110310,00	110310,00	113500,00	113510,00	113470,00	113480,00	110740,00	110740,00	110650,00	110670,00	109650,00	109660,00	109620,00	109620,00
110310,00	110350,00	110310,00	110330,00	113480,00	113490,00	113430,00	113460,00	110660,00	110670,00	110610,00	110630,00	109620,00	109650,00	109570,00	109590,00
110340,00	110340,00	110340,00	110340,00	113460,00	113500,00	113450,00	113500,00	110630,00	110720,00	110610,00	110680,00	109580,00	109640,00	109560,00	109590,00
110340,00	110340,00	110340,00	110340,00	113500,00	113580,00	113500,00	113540,00	110690,00	110700,00	110550,00	110570,00	109590,00	109600,00	109520,00	109530,00
110350,00	110350,00	110330,00	110350,00	113540,00	113590,00	113540,00	113550,00	110570,00	110610,00	110520,00	110540,00	109520,00	109550,00	109490,00	109540,00
110350,00	110350,00	110350,00	110350,00	113550,00	113560,00	113510,00	113520,00	110550,00	110590,00	110510,00	110540,00	109540,00	109560,00	109490,00	109530,00
110350,00	110350,00	110330,00	110330,00	113520,00	113520,00	113460,00	113460,00	110530,00	110730,00	110520,00	110720,00	109530,00	109530,00	109390,00	109460,00
110340,00	110340,00	110320,00	110320,00	113460,00	113460,00	113390,00	113460,00	110710,00	110740,00	110640,00	110640,00	109470,00	109480,00	109440,00	109460,00
110330,00	110350,00	110320,00	110330,00	113460,00	113500,00	113440,00	113470,00	110650,00	110690,00	110640,00	110670,00	109440,00	109450,00	109400,00	109400,00
110360,00	110360,00	110360,00	110360,00	113480,00	113480,00	113390,00	113420,00	110670,00	110680,00	110620,00	110650,00	109400,00	109410,00	109380,00	109400,00
110360,00	110360,00	110350,00	110350,00	113430,00	113450,00	113410,00	113430,00	110660,00	110700,00	110620,00	110680,00	109390,00	109440,00	109360,00	109440,00
110330,00	110330,00	110330,00	110330,00	113430,00	113430,00	113340,00	113350,00	110670,00	110680,00	110610,00	110640,00	109440,00	109480,00	109430,00	109430,00
110360,00	110360,00	110360,00	110360,00	113370,00	113390,00	113350,00	113370,00	110630,00	110700,00	110630,00	110660,00	109450,00	109490,00	109430,00	109460,00
110360,00	110370,00	110340,00	110340,00	113360,00	113400,00	113350,00	113400,00	110650,00	110660,00	110500,00	110510,00	109450,00	109480,00	109410,00	109420,00
110370,00	110370,00	110370,00	110370,00	113410,00	113430,00	113390,00	113430,00	110510,00	110630,00	110480,00	110590,00	109430,00	109480,00	109420,00	109460,00
110370,00	110400,00	110360,00	110400,00	113430,00	113440,00	113330,00	113370,00	110610,00	110700,00	110580,00	110670,00	109470,00	109510,00	109470,00	109510,00
110370,00	110370,00	110370,00	110370,00	113360,00	113400,00	113350,00	113380,00	110670,00	110670,00	110500,00	110540,00	109500,00	109500,00	109400,00	109410,00
110390,00	110390,00	110390,00	110390,00	113400,00	113430,00	113390,00	113390,00	110540,00	110550,00	110500,00	110520,00	109400,00	109460,00	109400,00	109460,00
110390,00	110390,00	110390,00	110390,00	113410,00	113500,00	113410,00	113480,00	110520,00	110560,00	110470,00	110530,00	109450,00	109460,00	109420,00	109420,00
110370,00	110390,00	110370,00	110390,00	113490,00	113490,00	113440,00	113470,00	110520,00	110540,00	110480,00	110500,00	109420,00	109430,00	109400,00	109410,00
110390,00	110410,00	110390,00	110400,00	113480,00	113500,00	113460,00	113470,00	110500,00	110510,00	110330,00	110390,00	109410,00	109420,00	109380,00	109390,00
110370,00	110370,00	110370,00	110370,00	113480,00	113500,00	113470,00	113470,00	110380,00	110430,00	110310,00	110420,00	109390,00	109430,00	109370,00	109430,00
110370,00	110370,00	110370,00	110370,00	113480,00	113500,00	113460,00	113460,00	110410,00	110460,00	110340,00	110350,00	109420,00	109460,00	109410,00	109450,00
110350,00	110350,00	110350,00	110350,00	113470,00	113480,00	113380,00	113390,00	110350,00	110370,00	110300,00	110350,00	109430,00	109470,00	109430,00	109440,00
110360,00	110370,00	110330,00	110340,00	113400,00	113450,00	113390,00	113450,00	110350,00	110350,00	110230,00	110250,00	109460,00	109470,00	109440,00	109440,00
110340,00	110340,00	110330,00	110330,00	113440,00	113470,00	113430,00	113450,00	110240,00	110310,00	110210,00	110230,00	109430,00	109440,00	109420,00	109420,00
110330,00	110330,00	110330,00	110330,00	113440,00	113450,00	113410,00	113410,00	110220,00	110300,00	110200,00	110290,00	109430,00	109450,00	109430,00	109440,00
110360,00	110370,00	110360,00	110360,00	113410,00	113410,00	113360,00	113390,00	110290,00	110480,00	110290,00	110470,00	109440,00	109450,00	109440,00	109440,00
110370,00	110390,00	110360,00	110380,00	113400,00	113410,00	113330,00	113340,00	110460,00	110530,00	110430,00	110440,00	109430,00	109440,00	109410,00	109430,00
110380,00	110380,00	110370,00	110370,00	113350,00	113370,00	113310,00	113370,00	110440,00	110510,00	110400,00	110510,00	109420,00	109420,00	109360,00	109390,00
110360,00	110370,00	110350,00	110370,00	113370,00	113410,00	113370,00	113380,00	110500,00	110530,00	110490,00	110490,00	109390,00	109420,00	109380,00	109420,00
110370,00	110370,00	110370,00	110370,00	113360,00	113390,00	113340,00	113370,00	110490,00	110500,00	110410,00	110490,00	109430,00	109480,00	109430,00	109470,00
110350,00	110350,00	110340,00	110340,00	113380,00	113380,00	113320,00	113340,00	110490,00	110510,00	110440,00	110480,00	109480,00	109480,00	109450,00	109450,00
110350,00	110350,00	110350,00	110350,00	113340,00	113440,00	113320,00	113410,00	110460,00	110560,00	110450,00	110540,00	109450,00	109450,00	109420,00	109440,00
110330,00	110330,00	110330,00	110330,00	113410,00	113420,00	113340,00	113350,00	110550,00	110590,00	110540,00	110570,00	109430,00	109440,00	109400,00	109440,00
110350,00	110360,00	110340,00	110350,00	113350,00	113390,00	113350,00	113370,00	110570,00	110580,00	110530,00	110540,00	109430,00	109430,00	109400,00	109430,00
110340,00	110340,00	110310,00	110330,00	113360,00	113380,00	113350,00	113360,00	110550,00	110550,00	110330,00	110350,00	109430,00	109440,00	109390,00	109410,00
110320,00	110320,00	110310,00	110310,00	113350,00	113410,00	113350,00	113370,00	110360,00	110390,00	110330,00	110340,00	109420,00	109420,00	109390,00	109400,00
110310,00	110320,00	110290,00	110300,00	113380,00	113420,00	113370,00	113420,00	110330,00	110370,00	110260,00	110310,00	109410,00	109420,00	109370,00	109380,00
110320,00	110320,00	110290,00	110290,00	113430,00	113490,00	113420,00	113470,00	110300,00	110340,00	110250,00	110280,00	109390,00	109450,00	109360,00	109420,00
110300,00	110310,00	110290,00	110290,00	113480,00	113550,00	113480,00	113530,00	110280,00	110350,00	110270,00	110320,00	109420,00	109420,00	109350,00	109370,00
110320,00	110320,00	110310,00	110310,00	113530,00	113550,00	113510,00	113550,00	110320,00	110360,00	110280,00	110320,00	109360,00	109420,00	109360,00	109410,00
110320,00	110320,00	110290,00	110290,00	113550,00	113550,00	113470,00	113480,00	110320,00	110430,00	110310,00	110430,00	109400,00	109400,00	109380,00	109390,00
110290,00	110290,00	110290,00	110290,00	113480,00	113490,00	113450,00	113450,00	110410,00	110440,00	110360,00	110440,00	109400,00	109430,00	109380,00	109390,00
110300,00	110300,00	110270,00	110270,00	113460,00	113490,00	113460,00	113480,00	110420,00	110480,00	110420,00	110460,00	109380,00	109380,00	109340,00	109360,00
110280,00	110300,00	110280,00	110280,00	113470,00	113490,00	113460,00	113470,00	110460,00	110480,00	110380,00	110390,00	109350,00	109390,00	109340,00	109380,00
110290,00	110290,00	110260,00	110290,00	113470,00	113500,00	113470,00	113480,00	110380,00	110410,00	110350,00	110390,00	109380,00	109380,00	109330,00	109330,00
110290,00	110290,00	110260,00	110290,00	113470,00	113480,00	113460,00	113470,00	110360,00	110370,00	110300,00	110300,00	109330,00	109390,00	109330,00	109390,00
110260,00	110260,00	110260,00	110260,00	113470,00	113510,00	113470,00	113490,00	110300,00	110310,00	110230,00	110260,00	109390,00	109390,00	109370,00	109380,00
110260,00	110260,00	110260,00	110260,00	113500,00	113540,00	113490,00	113540,00	110250,00	110300,00	110240,00	110300,00	109380,00	109390,00	109370,00	109370,00
110250,00	110250,00	110230,00	110240,00	113530,00	113540,00	113490,00	113490,00	110300,00	110390,00	110300,00	110340,00	109370,00	109400,00	109370,00	109390,00
110270,00	110280,00	110240,00	110240,00	113500,00	113520,00	113470,00	113510,00	110330,00	110370,00	110300,00	110340,00	109400,00	109400,00	109350,00	109360,00
110280,00	110280,00	110060,00	110210,00	113510,00	113510,00	113480,00	113490,00	110330,00	110340,00	110270,00	110290,00	109360,00	109370,00	109330,00	109330,00
110230,00	110250,00	110220,00	110250,00	113490,00	113500,00	113440,00	113450,00	110300,00	110360,00	110300,00	110310,00	109330,00	109330,00	109270,00	109280,00
110260,00	110260,00	110230,00	110230,00	113440,00	113470,00	113420,00	113450,00	110310,00	110320,00	110220,00	110280,00	109290,00	109290,00	109230,00	109250,00
110230,00	110240,00	110210,00	110210,00	113450,00	113480,00	113440,00	113460,00	110300,00	110410,00	110280,00	110320,00	109260,00	109330,00	109230,00	109310,00
110270,00	110270,00	110220,00	110220,00	113450,00	113510,00	113450,00	113490,00	110310,00	110310,00	110260,00	110310,00	109300,00	109320,00	109280,00	109300,00
110250,00	110250,00	110240,00	110240,00	113490,00	113510,00	113480,00	113510,00	110330,00	110360,00	110300,00	110310,00	109300,00	109310,00	109220,00	109240,00
110270,00	110270,00	110270,00	110270,00	113510,00	113510,00	113440,00	113450,00	110300,00	110300,00	110150,00	110230,00	109240,00	109270,00	109220,00	109270,00
110280,00	110280,00	110240,00	110240,00	113450,00	113450,00	113430,00	113430,00	110230,00	110290,00	110190,00	110280,00	109260,00	109290,00	109260,00	109270,00
110240,00	110260,00	110210,00	110260,00	113430,00	113450,00	113410,00	113420,00	110260,00	110310,00	110240,00	110260,00	109260,00	109270,00	109210,00	109250,00
110260,00	110270,00	110240,00	110250,00	113420,00	113440,00	113340,00	113390,00	110240,00	110260,00	110220,00	110250,00	109250,00	109270,00	109230,00	109270,00
110220,00	110250,00	110060,00	110240,00	113380,00	113380,00	113310,00	113360,00	110250,00	110260,00	110200,00	110220,00	109270,00	109270,00	109250,00	109270,00
110240,00	110260,00	110240,00	110240,00	113370,00	113370,00	113310,00	113370,00	110220,00	110250,00	110150,00	110250,00	109270,00	109270,00	109230,00	109270,00
110240,00	110300,00	110240,00	110300,00	113360,00	113360,00	113320,00	113340,00	110240,00	110320,00	110240,00	110300,00	109270,00	109280,00	109230,00	109240,00
110300,00	110300,00	110290,00	110300,00	113350,00	113350,00	113330,00	113340,00	110300,00	110320,00	110240,00	110250,00	109240,00	109310,00	109240,00	109310,00
110300,00	110320,00	110260,00	110300,00	113340,00	113340,00	113260,00	113280,00	110250,00	110270,00	110150,00	110180,00	109300,00	109310,00	109270,00	109280,00
110310,00	110310,00	110280,00	110310,00	113290,00	113290,00	113260,00	113280,00	110170,00	110220,00	110150,00	110220,00	109270,00	109280,00	109260,00	109260,00
110310,00	110310,00	110280,00	110280,00	113280,00	113300,00	113250,00	113300,00	110220,00	110270,00	110210,00	110260,00	109250,00	109310,00	109250,00	109290,00
110290,00	110300,00	110290,00	110300,00	113300,00	113310,00	113290,00	113300,00	110260,00	110330,00	110250,00	110250,00	109290,00	109320,00	109290,00	109310,00
110290,00	110330,00	110290,00	110310,00	113300,00	113330,00	113290,00	113300,00	110250,00	110280,00	110230,00	110260,00	109310,00	109390,00	109310,00	109370,00
110310,00	110320,00	110280,00	110280,00	113300,00	113320,00	113260,00	113270,00	110260,00	110360,00	110240,00	110340,00	109380,00	109420,00	109370,00	109390,00
110310,00	110310,00	110310,00	110310,00	113280,00	113390,00	113250,00	113370,00	110340,00	110430,00	110310,00	110420,00	109390,00	109460,00	109350,00	109410,00
110270,00	110290,00	110260,00	110290,00	113380,00	113420,00	113370,00	113400,00	110400,00	110440,00	110380,00	110410,00	109400,00	109420,00	109390,00	109390,00
110300,00	110310,00	110300,00	110300,00	113400,00	113410,00	113300,00	113310,00	110410,00	110430,00	110400,00	110430,00	109390,00	109400,00	109360,00	109370,00
110270,00	110290,00	110240,00	110250,00	113300,00	113340,00	113270,00	113280,00	110410,00	110470,00	110370,00	110460,00	109360,00	109370,00	109330,00	109350,00
110230,00	110240,00	110200,00	110230,00	113280,00	113350,00	113270,00	113350,00	110470,00	110480,00	110430,00	110440,00	109350,00	109360,00	109290,00	109300,00
110200,00	110280,00	110200,00	110210,00	113350,00	113360,00	113230,00	113230,00	110430,00	110430,00	110360,00	110380,00	109300,00	109310,00	109250,00	109270,00
110260,00	110260,00	110250,00	110250,00	113230,00	113290,00	113210,00	113290,00	110380,00	110410,00	110360,00	110380,00	109270,00	109270,00	109240,00	109260,00
110280,00	110280,00	110240,00	110240,00	113290,00	113320,00	113260,00	113310,00	110380,00	110400,00	110340,00	110350,00	109260,00	109280,00	109170,00	109190,00
110240,00	110260,00	110240,00	110260,00	113320,00	113330,00	113280,00	113310,00	110370,00	110370,00	110320,00	110340,00	109190,00	109230,00	109120,00	109180,00
110220,00	110240,00	110180,00	110180,00	113300,00	113310,00	113280,00	113300,00	110340,00	110360,00	110320,00	110340,00	109180,00	109180,00	109130,00	109170,00
110170,00	110210,00	110160,00	110180,00	113310,00	113320,00	113280,00	113290,00	110350,00	110380,00	110260,00	110300,00	109160,00	109220,00	109160,00	109220,00
110220,00	110220,00	110190,00	110190,00	113280,00	113290,00	113250,00	113260,00	110290,00	110300,00	110270,00	110300,00	109200,00	109250,00	109160,00	109230,00
110230,00	110240,00	110230,00	110230,00	113270,00	113290,00	113240,00	113280,00	110300,00	110360,00	110290,00	110290,00	109200,00	109210,00	109150,00	109160,00
110240,00	110260,00	110210,00	110210,00	113280,00	113280,00	113230,00	113230,00	110280,00	110370,00	110260,00	110360,00	109180,00	109220,00	109120,00	109120,00
110210,00	110210,00	110210,00	110210,00	113230,00	113250,00	113170,00	113190,00	110340,00	110450,00	110340,00	110430,00	109130,00	109190,00	109120,00	109180,00
110210,00	110210,00	110210,00	110210,00	113200,00	113220,00	113130,00	113140,00	110440,00	110450,00	110350,00	110360,00	109190,00	109200,00	109140,00	109160,00
110230,00	110230,00	110230,00	110230,00	113140,00	113190,00	113130,00	113190,00	110370,00	110390,00	110280,00	110290,00	109170,00	109190,00	109120,00	109150,00
110230,00	110230,00	110230,00	110230,00	113190,00	113230,00	113170,00	113190,00	110290,00	110310,00	110280,00	110280,00	109150,00	109180,00	109090,00	109110,00
110210,00	110210,00	110190,00	110190,00	113190,00	113230,00	113100,00	113110,00	110270,00	110300,00	110260,00	110300,00	109110,00	109130,00	109040,00	109090,00
110240,00	110260,00	110200,00	110200,00	113100,00	113140,00	113050,00	113080,00	110300,00	110350,00	110280,00	110290,00	109090,00	109200,00	109090,00	109190,00
110200,00	110220,00	110150,00	110210,00	113070,00	113120,00	113050,00	113120,00	110290,00	110320,00	110290,00	110300,00	109190,00	109210,00	109150,00	109170,00
110200,00	110240,00	110200,00	110220,00	113110,00	113130,00	113080,00	113090,00	110300,00	110440,00	110290,00	110440,00	109150,00	109180,00	109130,00	109180,00
110240,00	110300,00	110240,00	110280,00	113100,00	113150,00	113080,00	113150,00	110430,00	110430,00	110380,00	110410,00	109170,00	109170,00	109120,00	109120,00
110250,00	110260,00	110200,00	110210,00	113140,00	113260,00	113120,00	113240,00	110420,00	110460,00	110420,00	110440,00	109120,00	109140,00	109110,00	109110,00
110240,00	110300,00	110240,00	110300,00	113250,00	113300,00	113200,00	113260,00	110430,00	110460,00	110420,00	110440,00	109110,00	109120,00	109070,00	109120,00
110300,00	110310,00	110300,00	110310,00	113270,00	113270,00	113200,00	113240,00	110430,00	110440,00	110380,00	110390,00	109100,00	109110,00	109060,00	109100,00
110320,00	110360,00	110290,00	110290,00	113240,00	113290,00	113210,00	113240,00	110390,00	110400,00	110370,00	110400,00	109090,00	109120,00	109060,00	109120,00
110340,00	110340,00	110340,00	110340,00	113240,00	113390,00	113220,00	113370,00	110400,00	110420,00	110340,00	110350,00	109120,00	109140,00	109060,00	109080,00
110330,00	110330,00	110330,00	110330,00	113370,00	113390,00	113340,00	113370,00	110360,00	110390,00	110350,00	110350,00	109070,00	109100,00	109060,00	109060,00
110320,00	110320,00	110320,00	110320,00	113370,00	113420,00	113350,00	113380,00	110360,00	110370,00	110340,00	110350,00	109070,00	109070,00	109010,00	109010,00
110340,00	110420,00	110340,00	110410,00	113380,00	113400,00	113340,00	113340,00	110350,00	110370,00	110290,00	110290,00	109010,00	109050,00	109000,00	109030,00
110400,00	110400,00	110400,00	110400,00	113340,00	113380,00	113340,00	113370,00	110290,00	110310,00	110250,00	110270,00	109020,00	109060,00	109000,00	109010,00
110410,00	110410,00	110390,00	110390,00	113380,00	113410,00	113370,00	113380,00	110250,00	110260,00	110140,00	110200,00	109010,00	109010,00	108850,00	108880,00
110400,00	110420,00	110380,00	110380,00	113390,00	113410,00	113380,00	113380,00	110200,00	110220,00	110130,00	110140,00	108880,00	108910,00	108830,00	108840,00
110380,00	110380,00	110340,00	110340,00	113380,00	113380,00	113270,00	113280,00	110140,00	110210,00	110140,00	110200,00	108840,00	108930,00	108830,00	108920,00
110370,00	110380,00	110370,00	110380,00	113310,00	113340,00	113250,00	113250,00	110190,00	110220,00	110160,00	110190,00	108920,00	108920,00	108870,00	108890,00
110360,00	110360,00	110350,00	110350,00	113250,00	113300,00	113240,00	113270,00	110200,00	110220,00	110180,00	110220,00	108890,00	108920,00	108820,00	108890,00
110340,00	110340,00	110330,00	110330,00	113270,00	113290,00	113200,00	113220,00	110210,00	110220,00	110180,00	110190,00	108900,00	108910,00	108870,00	108870,00
110350,00	110360,00	110340,00	110340,00	113230,00	113270,00	113100,00	113130,00	110190,00	110220,00	110180,00	110220,00	108880,00	108930,00	108860,00	108920,00
110350,00	110390,00	110350,00	110350,00	113130,00	113220,00	113080,00	113180,00	110200,00	110250,00	110190,00	110230,00	108920,00	108960,00	108910,00	108940,00
110370,00	110370,00	110340,00	110340,00	113170,00	113200,00	113120,00	113170,00	110230,00	110250,00	110210,00	110210,00	108950,00	109000,00	108900,00	108960,00
110330,00	110330,00	110320,00	110320,00	113170,00	113200,00	113120,00	113130,00	110220,00	110300,00	110220,00	110270,00	108950,00	108980,00	108900,00	108970,00
110320,00	110350,00	110320,00	110350,00	113130,00	113180,00	113090,00	113110,00	110270,00	110270,00	110210,00	110230,00	108960,00	109010,00	108940,00	108990,00
110350,00	110350,00	110310,00	110310,00	113120,00	113190,00	113060,00	113190,00	110220,00	110220,00	110170,00	110180,00	108990,00	109000,00	108940,00	108940,00
110340,00	110350,00	110310,00	110310,00	113190,00	113280,00	113180,00	113260,00	110170,00	110190,00	110130,00	110150,00	108950,00	108970,00	108910,00	108940,00
110340,00	110340,00	110310,00	110310,00	113260,00	113310,00	113260,00	113280,00	110150,00	110180,00	110110,00	110170,00	108950,00	108970,00	108840,00	108850,00
110300,00	110310,00	110300,00	110310,00	113280,00	113290,00	113230,00	113250,00	110170,00	110170,00	110120,00	110150,00	108850,00	108900,00	108830,00	108860,00
110310,00	110310,00	110310,00	110310,00	113250,00	113320,00	113230,00	113320,00	110140,00	110220,00	110130,00	110210,00	108870,00	108910,00	108840,00	108840,00
110350,00	110380,00	110320,00	110320,00	113320,00	113400,00	113320,00	113370,00	110200,00	110230,00	110160,00	110170,00	108840,00	108870,00	108800,00	108850,00
110350,00	110360,00	110350,00	110360,00	113370,00	113380,00	113340,00	113350,00	110180,00	110290,00	110180,00	110290,00	108850,00	108870,00	108750,00	108770,00
110340,00	110400,00	110340,00	110400,00	113340,00	113380,00	113340,00	113380,00	110280,00	110330,00	110220,00	110220,00	108780,00	108800,00	108730,00	108760,00
110390,00	110400,00	110290,00	110340,00	113360,00	113400,00	113350,00	113350,00	110230,00	110240,00	110180,00	110200,00	108760,00	108870,00	108760,00	108850,00
110250,00	110300,00	110240,00	110300,00	113340,00	113360,00	113340,00	113350,00	110200,00	110210,00	110100,00	110110,00	108860,00	108880,00	108840,00	108860,00
110260,00	110260,00	110240,00	110240,00	113360,00	113360,00	113340,00	113350,00	110120,00	110130,00	110080,00	110080,00	108850,00	108870,00	108840,00	108860,00
