09 открытие	09 макс	09 мин	09 закрытие 	10 открыте	10 макс	10 мин	10 закрытие 	11 открыте	11 макс	11 мин	11 закрытие 	12 открыте	12 макс	12 мин	12 закрытие 
110250,00	110250,00	110250,00	110250,00	113350,00	113440,00	113350,00	113410,00	110090,00	110100,00	110050,00	110050,00	108860,00	108880,00	108830,00	108830,00
110260,00	110260,00	110220,00	110220,00	113400,00	113420,00	113400,00	113400,00	110060,00	110090,00	110010,00	110010,00	108830,00	108850,00	108790,00	108820,00
110260,00	110270,00	110240,00	110270,00	113420,00	113420,00	113400,00	113400,00	110020,00	110120,00	110020,00	110100,00	108820,00	108860,00	108790,00	108860,00
110280,00	110280,00	110280,00	110280,00	113410,00	113420,00	113400,00	113410,00	110100,00	110140,00	110090,00	110100,00	108840,00	108860,00	108790,00	108800,00
110270,00	110270,00	110240,00	110240,00	113420,00	113430,00	113410,00	113420,00	110100,00	110120,00	110090,00	110120,00	108800,00	108820,00	108760,00	108800,00
110260,00	110320,00	110250,00	110300,00	113420,00	113430,00	113400,00	113420,00	110120,00	110120,00	110070,00	110120,00	108790,00	108850,00	108780,00	108820,00
110330,00	110370,00	110330,00	110350,00	113410,00	113450,00	113410,00	113440,00	110100,00	110220,00	110100,00	110220,00	108820,00	108860,00	108820,00	108860,00
110350,00	110350,00	110330,00	110330,00	113440,00	113440,00	113420,00	113420,00	110210,00	110220,00	110130,00	110130,00	108860,00	108890,00	108860,00	108880,00
110350,00	110450,00	110350,00	110400,00	113420,00	113450,00	113410,00	113440,00	110130,00	110170,00	110110,00	110160,00	108870,00	108900,00	108860,00	108870,00
110410,00	110470,00	110380,00	110470,00	113430,00	113460,00	113430,00	113450,00	110150,00	110170,00	110100,00	110120,00	108860,00	108880,00	108840,00	108870,00
110430,00	110640,00	110430,00	110540,00	113460,00	113470,00	113440,00	113460,00	110130,00	110250,00	110100,00	110230,00	108870,00	108900,00	108850,00	108890,00
110510,00	110530,00	110360,00	110500,00	113460,00	113460,00	113440,00	113440,00	110230,00	110260,00	110200,00	110250,00	108880,00	108930,00	108880,00	108920,00
110490,00	110500,00	110470,00	110500,00	113460,00	113460,00	113430,00	113430,00	110260,00	110280,00	110230,00	110250,00	108920,00	108950,00	108890,00	108930,00
110460,00	110460,00	110460,00	110460,00	113420,00	113440,00	113420,00	113440,00	110240,00	110250,00	110210,00	110220,00	108920,00	108960,00	108900,00	108920,00
110460,00	110460,00	110350,00	110350,00	113420,00	113430,00	113420,00	113420,00	110220,00	110230,00	110190,00	110190,00	108910,00	108930,00	108900,00	108910,00
				113440,00	113440,00	113370,00	113390,00	110200,00	110280,00	110180,00	110280,00	108900,00	108940,00	108900,00	108920,00
				113380,00	113380,00	113270,00	113290,00	110280,00	110300,00	110230,00	110240,00	108920,00	108940,00	108910,00	108920,00
				113300,00	113300,00	113260,00	113290,00	110230,00	110280,00	110200,00	110220,00	108930,00	108940,00	108920,00	108920,00
				113290,00	113290,00	113280,00	113280,00	110230,00	110230,00	110180,00	110220,00	108920,00	108930,00	108890,00	108900,00
				113280,00	113390,00	113280,00	113380,00	110220,00	110240,00	110200,00	110220,00	108910,00	108910,00	108850,00	108900,00
				113380,00	113390,00	113350,00	113360,00	110210,00	110250,00	110150,00	110170,00	108890,00	108890,00	108800,00	108820,00
				113370,00	113380,00	113360,00	113360,00	110160,00	110200,00	110150,00	110180,00	108830,00	108850,00	108800,00	108840,00
				113370,00	113500,00	113370,00	113490,00	110190,00	110270,00	110190,00	110260,00	108850,00	108880,00	108810,00	108820,00
				113480,00	113520,00	113430,00	113440,00	110250,00	110370,00	110250,00	110340,00	108820,00	108840,00	108750,00	108770,00
				113450,00	113460,00	113440,00	113450,00	110360,00	110360,00	110280,00	110280,00	108780,00	108840,00	108770,00	108830,00
				113450,00	113480,00	113450,00	113470,00	110280,00	110350,00	110280,00	110330,00	108840,00	108890,00	108840,00	108890,00
				113480,00	113500,00	113470,00	113490,00	110340,00	110340,00	110270,00	110270,00	108870,00	108870,00	108830,00	108870,00
				113490,00	113490,00	113470,00	113470,00	110300,00	110400,00	110290,00	110390,00	108880,00	108890,00	108840,00	108860,00
				113470,00	113470,00	113440,00	113440,00	110380,00	110410,00	110330,00	110330,00	108840,00	108870,00	108840,00	108870,00
				113460,00	113480,00	113450,00	113460,00	110350,00	110410,00	110330,00	110410,00	108880,00	108900,00	108870,00	108890,00
				113480,00	113480,00	113440,00	113440,00	110400,00	110530,00	110380,00	110480,00	108890,00	108980,00	108890,00	108960,00
				113450,00	113450,00	113430,00	113440,00	110490,00	110540,00	110480,00	110510,00	108970,00	108980,00	108930,00	108950,00
				113450,00	113450,00	113430,00	113450,00	110500,00	110510,00	110430,00	110440,00	108950,00	108970,00	108930,00	108960,00
				113450,00	113480,00	113450,00	113460,00	110460,00	110460,00	110410,00	110440,00	108970,00	108970,00	108910,00	108930,00
				113480,00	113490,00	113470,00	113490,00	110460,00	110490,00	110410,00	110450,00	108920,00	108950,00	108910,00	108920,00
				113500,00	113510,00	113470,00	113500,00	110460,00	110460,00	110380,00	110410,00	108910,00	108940,00	108900,00	108940,00
				113500,00	113520,00	113490,00	113510,00	110430,00	110430,00	110360,00	110400,00	108940,00	108960,00	108930,00	108940,00
				113500,00	113500,00	113450,00	113450,00	110400,00	110460,00	110400,00	110410,00	108940,00	108960,00	108900,00	108960,00
				113470,00	113510,00	113470,00	113490,00	110400,00	110420,00	110350,00	110350,00	108970,00	108970,00	108900,00	108940,00
				113480,00	113530,00	113390,00	113500,00	110350,00	110350,00	110280,00	110310,00	108940,00	108970,00	108920,00	108940,00
								110300,00	110330,00	110290,00	110330,00	108940,00	108970,00	108920,00	108940,00
								110340,00	110390,00	110330,00	110390,00	108950,00	108960,00	108930,00	108930,00
								110360,00	110400,00	110310,00	110320,00	108940,00	108960,00	108930,00	108960,00
								110310,00	110360,00	110250,00	110250,00	108960,00	108990,00	108940,00	108960,00
								110250,00	110320,00	110240,00	110250,00	108980,00	109070,00	108980,00	109010,00
